Name,Symbol,Formula,Code,Description
emerald-necklace,넿,"=UNICHAR(HEX2DEC(""b13f""))",b13f,Emerald necklace: The string is thing but the precious mineral is well suited. (jewellery string)
emerald,녀,"=UNICHAR(HEX2DEC(""b140""))",b140,Emerald: A precious green stone with shiny reflections. (jewellery mineral)
empty-chessboard,녁,"=UNICHAR(HEX2DEC(""b141""))",b141,Empty chessboard: A mind battlefield in 64 black and white cells (arimaa board)
empty-hourglass,녂,"=UNICHAR(HEX2DEC(""b142""))",b142,"Empty Hourglass: Time's up, the choice must be made. Then the hourglass can be flipped and sand will flow the other way around. (glass time)"
empty-metal-bucket-handle,녃,"=UNICHAR(HEX2DEC(""b143""))",b143,Empty metal bucket handle: No liquid inside. (container metal)
empty-metal-bucket,년,"=UNICHAR(HEX2DEC(""b144""))",b144,Empty metal bucket: (container metal)
empty-wood-bucket-handle,녅,"=UNICHAR(HEX2DEC(""b145""))",b145,Empty wood bucket handle: Not a drop left! (container wood)
empty-wood-bucket,녆,"=UNICHAR(HEX2DEC(""b146""))",b146,Empty wood bucket: (container wood)
encirclement,녇,"=UNICHAR(HEX2DEC(""b147""))",b147,Encirclement: A military strategy consisting of surrounding the concentrated enemy troops on both flanks. (arrow map)
energise,녈,"=UNICHAR(HEX2DEC(""b148""))",b148,Energise: A battery at full charge almost ready to explode and unleash a big amount of energy. (chemical energy lightning science-fiction)
energy-arrow,녉,"=UNICHAR(HEX2DEC(""b149""))",b149,Energy arrow: A dart with increasing velocity on the way down. (arrow)
energy-breath,녊,"=UNICHAR(HEX2DEC(""b14a""))",b14a,Energy breath: Screaming light like a dragon endlessly pouring fire through its teeth. (mouth)
energy-shield,녋,"=UNICHAR(HEX2DEC(""b14b""))",b14b,Energy shield: Scales of static power as a protective layer. (shield)
energy-sword,녌,"=UNICHAR(HEX2DEC(""b14c""))",b14c,Energy sword: An electrical aura along this blade. (blade)
energy-tank,녍,"=UNICHAR(HEX2DEC(""b14d""))",b14d,Energy tank: This glowing box made of metal stores magnetic pulsations to produce raw electricity. (container energy science-fiction tool)
engagement-ring,녎,"=UNICHAR(HEX2DEC(""b14e""))",b14e,Engagement ring: Wedding present to seal the alliance between lovers during their marriage celebration. (hand jewellery)
enlightenment,녏,"=UNICHAR(HEX2DEC(""b14f""))",b14f,Enlightenment: All the bright knowledge and secret formulas of this rich book are finally exposed to the fortunate reader. (book trap)
enrage,념,"=UNICHAR(HEX2DEC(""b150""))",b150,Enrage: An unstoppable rage with nothing to calm down the burning fury. If you character go berserk you can't control it anymore. (body energy state)
ent-mouth,녑,"=UNICHAR(HEX2DEC(""b151""))",b151,Ent Mouth: Large wooden teeth ready to swallow lost travelers in the forest. (creature mouth wood)
entangled-typhoon,녒,"=UNICHAR(HEX2DEC(""b152""))",b152,Entangled typhoon: A hurricane raging against the Coriolis force in the middle of electrical storm. (energy)
entry-door,녓,"=UNICHAR(HEX2DEC(""b153""))",b153,Entry door: Step inside the room through this access. (building door gui)
envelope,녔,"=UNICHAR(HEX2DEC(""b154""))",b154,Envelope: This mail contains a letter to be sent to your recipient mailbox through the post service. (book gui)
erlenmeyer,녕,"=UNICHAR(HEX2DEC(""b155""))",b155,Erlenmeyer: A bottle with bubbles used in science laboratories to prepare potions and organic compounds. (chemical)
ermine,녖,"=UNICHAR(HEX2DEC(""b156""))",b156,Ermine: Mouchetures d'ermine are displayed on the flag of Brittany's (Gwenn-ha-du) and often depicted in heraldry. (celtic flag symbol)
eruption,녗,"=UNICHAR(HEX2DEC(""b157""))",b157,Eruption: To expels a lot of lava out of a volcano. (fire)
escalator,녘,"=UNICHAR(HEX2DEC(""b158""))",b158,"Escalator: Automatic stairs to access another level in malls, subway stations or airport. (building)"
eskimo,녙,"=UNICHAR(HEX2DEC(""b159""))",b159,"Eskimo: People living under iced igloos near the Artic circle, hunting seals and polar bears to survive. (body ice)"
eternal-love,녚,"=UNICHAR(HEX2DEC(""b15a""))",b15a,Eternal love: True love until death do them part or one of them decide to stop the relationship. (heart life time)
european-flag,녛,"=UNICHAR(HEX2DEC(""b15b""))",b15b,European flag: Flag of Europe with twelve stars in circle. (flag star)
evasion,녜,"=UNICHAR(HEX2DEC(""b15c""))",b15c,Evasion: A convict is breaking free from a prison by a big hole through the main wall. (action building police)
evil-bat,녝,"=UNICHAR(HEX2DEC(""b15d""))",b15d,Evil bat: A flying fox hungry after blood. (animal creature mammal vampire wing)
evil-book,녞,"=UNICHAR(HEX2DEC(""b15e""))",b15e,Evil book: The content of this novel must be quite naughty. (book creature)
evil-bud,녟,"=UNICHAR(HEX2DEC(""b15f""))",b15f,Evil bud: A monster flower is about to expand and grow uncontrollably by deploying its green tentacle and leaves. (plant)
evil-comet,녠,"=UNICHAR(HEX2DEC(""b160""))",b160,Evil comet: A fast meteor eager to smash its naughty face on the ground of defenseless planet. (creature zelda)
evil-eyes,녡,"=UNICHAR(HEX2DEC(""b161""))",b161,Evil eyes: A daemon staring at you in the darkness. (eye)
evil-fork,녢,"=UNICHAR(HEX2DEC(""b162""))",b162,Evil fork: A fork from Hell with two devil wings surrounding. (creature wing)
evil-hand,녣,"=UNICHAR(HEX2DEC(""b163""))",b163,Evil hand: Long fingers trying to grab a fragile target. (hand zombie)
evil-love,녤,"=UNICHAR(HEX2DEC(""b164""))",b164,Evil love: This is a tragedy in disguised where hateful feelings are ready to resurfaced. (heart)
evil-minion,녥,"=UNICHAR(HEX2DEC(""b165""))",b165,Evil minion: This horned mini boss is waiting for you in the darkness of the dungeon. (creature)
evil-moon,녦,"=UNICHAR(HEX2DEC(""b166""))",b166,Evil moon: Summoned by the Skull Kid to destroy the kingdom of Termina. (creature space)
evil-tower,녧,"=UNICHAR(HEX2DEC(""b167""))",b167,"Evil tower: A dark sentry pylon watching the surrounding lands, like Sauron over Mordor. (building eye tower)"
evil-tree,녨,"=UNICHAR(HEX2DEC(""b168""))",b168,Evil tree: A laughing trunk with long bark spiky teeth eating lost people in dark woods. (creature wood)
evil-wings,녩,"=UNICHAR(HEX2DEC(""b169""))",b169,Evil wings: (wing)
executioner-hood,녪,"=UNICHAR(HEX2DEC(""b16a""))",b16a,"Executioner hood: The verdict is cruel but has to be done, this henchman will apply the final blow. (death mask medieval-fantasy)"
exit-door,녫,"=UNICHAR(HEX2DEC(""b16b""))",b16b,Exit door: Escape throught this gate to the outside world. (building door gui)
expand,녬,"=UNICHAR(HEX2DEC(""b16c""))",b16c,"Expand: To grow an element, to trigger fullscreen for example. (arrow gui)"
expanded-rays,녭,"=UNICHAR(HEX2DEC(""b16d""))",b16d,Expanded rays: Illuminated beams are spreading from the orb in the center. (light)
expander,녮,"=UNICHAR(HEX2DEC(""b16e""))",b16e,Expander: Four arrows going to each opposite corners to express a movement of expansion. (action arrow cross gui symbol)
expense,녯,"=UNICHAR(HEX2DEC(""b16f""))",b16f,Expense: Pay items or refund financial debts using coins or resources from a non bottomless purse. (arrow bag money)
exploding-planet,녰,"=UNICHAR(HEX2DEC(""b170""))",b170,"Exploding planet: After a nuclear war, Earth is completely shattered. (ball explosion space)"
explosion-rays,녱,"=UNICHAR(HEX2DEC(""b171""))",b171,Explosion rays: Bursts of light escaping the center of the chemical reaction. (explosion light space star)
explosive-materials,녲,"=UNICHAR(HEX2DEC(""b172""))",b172,Explosive materials: The core is broken and long straight rays precede a huge detonation. (bomb energy explosion light)
explosive-meeting,녳,"=UNICHAR(HEX2DEC(""b173""))",b173,Explosive meeting: Two missiles on the same deadly trajectory. (explosion)
extra-lucid,녴,"=UNICHAR(HEX2DEC(""b174""))",b174,"Extra lucid: High awareness state, all senses are on alert. (body state)"
extra-time,녵,"=UNICHAR(HEX2DEC(""b175""))",b175,"Extra time: The game is not over, there are a few bonus minutes on top of the regular period. (explosion time)"
extraction-orb,녶,"=UNICHAR(HEX2DEC(""b176""))",b176,Extraction orb: Rays cast by this sphere can reach dark places. (ball)
eye-of-horus,녷,"=UNICHAR(HEX2DEC(""b177""))",b177,Eye of Horus: Symbol of protection from the Egyptian falcon god. (egypt eye symbol)
eye-shield,노,"=UNICHAR(HEX2DEC(""b178""))",b178,Eye shield: To observe the battlefield behind the safety of the metal plate. (eye shield)
eye-target,녹,"=UNICHAR(HEX2DEC(""b179""))",b179,Eye target: A super vision for archer or snipper being able to aim precisely where needed. (eye target)
eyeball,녺,"=UNICHAR(HEX2DEC(""b17a""))",b17a,Eyeball: To replace your blind ones into your empty socket. (anatomy ball eye)
eyedropper,녻,"=UNICHAR(HEX2DEC(""b17b""))",b17b,Eyedropper: To select the right color on a canvas. (gui household liquid)
eyelashes,논,"=UNICHAR(HEX2DEC(""b17c""))",b17c,Eyelashes: Hairs around the eye. Can be decorated with mascara. (anatomy eye)
eyepatch,녽,"=UNICHAR(HEX2DEC(""b17d""))",b17d,"Eyepatch: A black piece of tissue covering a dead eye, like Nick Fury. (eye head pirate)"
eyestalk,녾,"=UNICHAR(HEX2DEC(""b17e""))",b17e,"Eyestalk: Jack of the fairy tale climbed along its neck, but never stumble upon this eye. (creature eye tentacle)"
f-clef,녿,"=UNICHAR(HEX2DEC(""b17f""))",b17f,F clef: Bass clef indicating the pitch of notes. (sound symbol)
f1-car,놀,"=UNICHAR(HEX2DEC(""b180""))",b180,F1 car: A high speed racing car that drive beyond 300 kilometers by hour on specific championship tracks. (car sport vehicle)
face-to-face,놁,"=UNICHAR(HEX2DEC(""b181""))",b181,Face to face: A quiet duel between two standings opponents. (body)
factory-arm,놂,"=UNICHAR(HEX2DEC(""b182""))",b182,Factory arm: An automaton hand building objects on a production line. (robot)
factory,놃,"=UNICHAR(HEX2DEC(""b183""))",b183,Factory: Industrial site to produce goods on an assembly line. This particular work plant has two chimneys. (building)
fairy-2,놄,"=UNICHAR(HEX2DEC(""b184""))",b184,Fairy: This tiny girl with butterfly wings is capable of granting wishes with her magic wand. (creature wing)
fairy-wand,놅,"=UNICHAR(HEX2DEC(""b185""))",b185,Fairy wand: A woman is a witch if she weights the same as a duck. No need to carry any magical rod to prove it to merciless folks. (star weapon)
fairy-wings,놆,"=UNICHAR(HEX2DEC(""b186""))",b186,Fairy wings: A light and symmetrical flower's corolla made of 8 petals (plant wing)
fairy,놇,"=UNICHAR(HEX2DEC(""b187""))",b187,Fairy: This tiny girl with butterfly wings is capable of granting wishes with her magic wand. (creature wing)
falcon-moon,놈,"=UNICHAR(HEX2DEC(""b188""))",b188,Falcon moon: A fast raptor aiming for outer space by fling over the Fingers. (animal bird game-of-thrones)
fall-down,놉,"=UNICHAR(HEX2DEC(""b189""))",b189,Fall down: Gravity's action over bodies. (arrow)
falling-blob,놊,"=UNICHAR(HEX2DEC(""b18a""))",b18a,Falling blob: A ball going down until it reaches the surface. (ball explosion)
falling-bomb,놋,"=UNICHAR(HEX2DEC(""b18b""))",b18b,Falling bomb: This missile is about to reach the surface after a long travel through the clouds. (bomb)
falling-boulder,놌,"=UNICHAR(HEX2DEC(""b18c""))",b18c,Falling boulder: Heavy mass about to hit the ground. (arrow rank)
falling-eye,농,"=UNICHAR(HEX2DEC(""b18d""))",b18d,Falling eye: Shoe-gazing from above with only the optical nerve remaining. (eye)
falling-leaf,놎,"=UNICHAR(HEX2DEC(""b18e""))",b18e,Falling leaf: Forest strip-tease during autumn during windy days when trees are getting lighter and lighter. (plant super-mario wood)
falling-ovoid,놏,"=UNICHAR(HEX2DEC(""b18f""))",b18f,Falling ovoid: An omelette in the making. (bird explosion)
falling-rocks,놐,"=UNICHAR(HEX2DEC(""b190""))",b190,Falling rocks: Rocks going down a cliff in a dangerous avalanche. Can often block road access during days. (stone trap)
falling-star,놑,"=UNICHAR(HEX2DEC(""b191""))",b191,Falling star: A meteorit going through the atmosphere. (star)
falling,높,"=UNICHAR(HEX2DEC(""b192""))",b192,Falling: Beware of the stairs. (body)
fallout-shelter,놓,"=UNICHAR(HEX2DEC(""b193""))",b193,Fallout shelter: This is the entrance of an underground bunker protecting from deadly atomic radiations on the surface. (symbol)
famas,놔,"=UNICHAR(HEX2DEC(""b194""))",b194,"Famas: An assault rifle, literally ""ausil d'Assaut de la Manufacture d'Armes de Saint-Étienne"" (gun police weapon)"
family-house,놕,"=UNICHAR(HEX2DEC(""b195""))",b195,Family house: A huge abode with many rooms distributed on several floors and an attic to store old stuffs. (building household)
family-tree,놖,"=UNICHAR(HEX2DEC(""b196""))",b196,"Family tree: A network of people, connecting parents and children. Like the brackets of a championship. (gui office rank sport)"
fanged-skull,놗,"=UNICHAR(HEX2DEC(""b197""))",b197,Fanged skull: Remaining skeleton with pointy teeth of a vampire exposed to the sun. (skull vampire)
fangs-circle,놘,"=UNICHAR(HEX2DEC(""b198""))",b198,Fangs circle: Vampire teeth around a metal bar that may act like a muzzle to avoid dangerous bite. (mouth spike)
fangs,놙,"=UNICHAR(HEX2DEC(""b199""))",b199,Fangs: Dracula's teeth ready to bite. (mouth vampire)
farm-tractor,놚,"=UNICHAR(HEX2DEC(""b19a""))",b19a,"Farm tractor: Agricultural labor truck in charge of seeding the fields, harvesting crops or carrying hay. (farm vehicle)"
farmer,놛,"=UNICHAR(HEX2DEC(""b19b""))",b19b,Farmer: A countryside worker taking care of crops and cattle. Agricultural work on his land is easier with a tractor than with only a pitchfork. (body farm)
fast-arrow,놜,"=UNICHAR(HEX2DEC(""b19c""))",b19c,Fast arrow: High speed arrow entering the battle field. (arrow)
fast-backward-button,놝,"=UNICHAR(HEX2DEC(""b19d""))",b19d,Fast backward button: Go back in time to listen to same extract again. (gui)
fast-forward-button,놞,"=UNICHAR(HEX2DEC(""b19e""))",b19e,Fast forward button: Skip a few seconds to listen to the next part of a song. (gui)
fast-noodles,놟,"=UNICHAR(HEX2DEC(""b19f""))",b19f,Fast noodles: Just a few minutes in the microwave and the meal is ready. (food)
fat,놠,"=UNICHAR(HEX2DEC(""b1a0""))",b1a0,Fat: A big guy and heavy person involved in Sumo. (body)
feather-necklace,놡,"=UNICHAR(HEX2DEC(""b1a1""))",b1a1,Feather necklace: A light piece of bird is supposed to protect the person wearing this necklace. (jewellery)
feather-wound,놢,"=UNICHAR(HEX2DEC(""b1a2""))",b1a2,Feather wound: An irregular piece of epiderm. (blood)
feather,놣,"=UNICHAR(HEX2DEC(""b1a3""))",b1a3,Feather: Lightweight natural material that covers birds body. Can be turned into a quill. (bird wing)
feathered-wing,놤,"=UNICHAR(HEX2DEC(""b1a4""))",b1a4,Feathered wing: Limb that allow birds to fly when deployed in the air. (bird wing)
fedora,놥,"=UNICHAR(HEX2DEC(""b1a5""))",b1a5,Fedora: Easy way to get lot of charisma (with the corresponding suit obviously). (hat)
feline,놦,"=UNICHAR(HEX2DEC(""b1a6""))",b1a6,"Feline: A symbol of all the big cats out there: lions, tigers, panthers… (animal mammal)"
female-legs,놧,"=UNICHAR(HEX2DEC(""b1a7""))",b1a7,Female legs: Resting legs of a sitting woman barefoot or with light stocking. (boot)
female-vampire,놨,"=UNICHAR(HEX2DEC(""b1a8""))",b1a8,Female vampire: A young version of Elizabeth Bathory or Wednesday Addams. (creature head medieval-fantasy vampire)
female,놩,"=UNICHAR(HEX2DEC(""b1a9""))",b1a9,Female: Gender specific sign for women and girls. (symbol)
fencer,놪,"=UNICHAR(HEX2DEC(""b1aa""))",b1aa,"Fencer: During fencing, two competitors in suit attempt to score by making contact with their opponent with their rapier style sword. (blade sport)"
fern,놫,"=UNICHAR(HEX2DEC(""b1ab""))",b1ab,Fern: What's going on between these 2 ferns? (plant)
fertilizer-bag,놬,"=UNICHAR(HEX2DEC(""b1ac""))",b1ac,Fertilizer bag: Special product to increase the growth of plants and increase harvests. (bag chemical farm plant)
fetus,놭,"=UNICHAR(HEX2DEC(""b1ad""))",b1ad,"Fetus: A small embryo growing in a cosy womb, linked to the mother with the umbilical cord. (life)"
fez,놮,"=UNICHAR(HEX2DEC(""b1ae""))",b1ae,Fez: A north African red conic hat with a tassel. (egypt hat)
field-gun,놯,"=UNICHAR(HEX2DEC(""b1af""))",b1af,Field gun: Close range heavy artillery which shots big bullets or cannon balls to blast enemy lines. (gun weapon)
field,놰,"=UNICHAR(HEX2DEC(""b1b0""))",b1b0,Field: A large paddick surrounded by a fence to avoid the cattle to escape the meadow. (farm nature)
figurehead,놱,"=UNICHAR(HEX2DEC(""b1b1""))",b1b1,Figurehead: Ocean godess at the bow of a wooden ship. (boat pirate sea)
files,놲,"=UNICHAR(HEX2DEC(""b1b2""))",b1b2,Files: Blank paper documents spread in a random fashion on a messy desk. These cards need to be filled with tasks. (gui office)
film-projector,놳,"=UNICHAR(HEX2DEC(""b1b3""))",b1b3,Film projector: An old movie projector to display big pictures on the screen of a cinema theater. (cinema electronic gui)
